"","V1","V2","V3","V4","V5"
"1",0.446658907755793,0.149297798473875,1.01057095019666,0.282441378498602,0.037183346457438
"2",0.436842309181694,0.111888319739392,0.908449773437071,0.154683495541419,0.00967444384071005
"3",0.663671116291954,0.268927213973557,1.4590777758945,0.257681166843753,0.0430126296875484
"4",0.489768149424801,0.211212514439446,0.900391804833272,0.200260754431474,0.0501522585010996
"5",0.548447365035283,0.19749780067248,1.21618926817151,0.294647266015586,0.00951130099941378
"6",0.446226865867377,0.240387870775908,0.994749524367951,0.211265180750867,0.00681831408593074
"7",0.441280393409366,0.226042308933798,0.851467307682679,0.216912896240963,0.0281260452231499
"8",0.312593955185195,0.13500260215598,0.893000782125758,0.191463797550932,0.0212974586319421
"9",0.403658693038645,0.257741422705658,0.893242977412295,0.269941276792658,0.0186314796670294
"10",0.34774490182948,0.216138439698623,1.18812955779571,0.335281189476269,0
"11",0.486559351509699,0.188731031406908,1.10959877632388,0.227153472654243,0
"12",0.64028854161021,0.247990206219986,0.916198274380441,0.288605091629973,0
"13",0.35222691371174,0.155904843099458,0.835967664233498,0.193123050968086,0
"14",0.390236859136755,0.189115882096086,1.11637961937215,0.268141250695315,0.0223802104370599
"15",0.818905268575888,0.238418789801501,0.920235942710615,0.281411252733935,0
"16",0.361581629533397,0.184786666988691,0.762076992206491,0.160559081761284,0
"17",0.305319786694162,0.196314898169021,1.09638717414732,0.203175365040519,0.0406914714439236
"18",0.305856708038587,0.20412357606998,1.09902310297262,0.203663838286038,0.0407893016858783
"19",0.337594486997354,0.207127135605125,0.597291380846615,0.199233401505305,0.0199506511034442
"20",0.396410587275684,0.19823249489652,0.695509218312587,0.141982087229543,0.0213097531037565
"21",0.612339099155438,0.223129480964457,0.853578386262363,0.202220313657,0.0449632074384074
"22",0.472394508442562,0.19706846062156,1.28315447207163,0.307576754127403,0.0535453698249322
"23",0.460454820105331,0.24106812218311,1.10670847335993,0.276783003192007,0.0307772240240315
"24",0.464608121079471,0.176928086874607,0.814413785011254,0.239734585798739,0.0960551359752056
"25",0.378213908137055,0.235390483793283,1.08987907458658,0.0476309560701855,0.00476827288485227
"26",0.386339921126662,0.237904825093579,0.854563986809652,0.225080472585784,0.06764157506578
"27",0.877394563148363,0.0911897800125713,1.05093539412135,0.131644069675011,0
"28",0.891615144252022,0.110592170678674,0.815279661602625,0.0680833050740589,0
"29",0.479004814359686,0.133107780284301,1.05888000675817,0.26492860689182,0.0723673104999039
"30",0.360185807007072,0.167894997792616,0.735572055716926,0.213651907552874,0.0237610713166161
"31",0.5152133060155,0.167763527356768,0.81332142654097,0.162739592847688,0
"32",0.420104698061469,0.18305600651057,1.22692520979536,0.323032632103013,0.0323348247767013
"33",0.300072193047122,0.174650955190093,1.22511711628267,0.332097487928625,0.0255914565326189
"34",0.348155406279104,0.175599081825168,1.14728513168545,0.324520961499741,0.0250076088558949
"35",0.397244407006717,0.282595227085775,1.19668184803589,0.179566476875342,0.0427845271622402
"36",0.380018207836158,0.281206958031647,0.944244757972132,0.288775011063237,0.0262989029936485
"37",0.352462664505942,0.25417796032942,1.24351810883448,0.323601334811411,0.0249366242428796
"38",0.506087885678067,0.192143032015066,1.0963927099065,0.219453405252417,0.0274754962246935
"39",0.341989146379019,0.199604858373773,0.783681013673603,0.196076489665146,0
"40",0.558291739665571,0.192904938342717,0.899098479965325,0.186119745023768,0
"41",0.403014526010821,0.160338411237926,1.26093866581606,0.264564880505727,0.0203780463656605
"42",0.482845358767313,0.163727288260079,1.05628790545722,0.288265705193003,0.0240534005797024
"43",0.705793201621951,0.214493612970176,1.07921534099793,0.198299700907569,0.0220503142321931
"44",0.656214390442777,0.238808078924831,0.901405549863486,0.248107458945268,0.0451910014507453
"45",0.300636544421188,0.186010765988135,0.951042077175181,0.0488226268350383,0.00610628408957479
"46",0.3425732244266,0.144585017518988,0.954694166067693,0.244908140741757,0.0490275987050369
"47",0.571421610136949,0.192027511843391,0.914989385654785,0.209748898616678,0.00953984897344154
"48",0.0614794107573224,0.141875563286129,1.04431178455342,0.0567502253144515,0.00946388115133221
"49",0.480690878580369,0.198244205883268,0.870653238429086,0.206650252021423,0.0369213348569686
"50",0.480712441260505,0.207168661577488,1.01896016958179,0.210317736952326,0.0242803910966529
"51",0.404215206617536,0.230394511665293,1.10505509168682,0.221111250091712,0.0245902207319425
"52",0.303002077311626,0.157427254550945,1.05075498315248,0.282042975452006,0.0256645051558407
"53",0.556492329508719,0.207628451479915,0.787659447704572,0.147771317232638,0.0164379948730686
"54",0.483977787269802,0.237535245927032,1.04660445409494,0.22099638415551,0.0290907306515169
"55",0.491706994964773,0.222024250146001,0.818516675745852,0.164959862324385,0.0122244168551282
"56",0.445298451811131,0.176781960227842,0.714420056408226,0.133226246599776,0.0181752080611062
"57",0.326516800816031,0.166267140656013,1.10674064126102,0.337496565170957,0.0202588765718005
"58",0.326415925041718,0.163636039695497,1.10957498339912,0.338360887578996,0.0203107591768096
"59",0.350936395793397,0.193566536030445,1.08111226111061,0.270335085966529,0.0553191544539897
